authors,title,year,volume,issue,start_page,end_page,citations,q75_citations,prop_rank,omit,statistical,individual,population,community,ecosystem,spatial,validation_selection,tools_practices
"Sullivan, BW; Alvarez-Clare, S; Castle, SC; Porder, S; Reed, SC; Schreeg, L; Townsend, AR; Cleveland, CC",Assessing nutrient limitation in complex forested ecosystems: alternatives to large-scale fertilization experiments,2014,95,3,668,681,70,62,0.8041543026706232,keep,no,NA,NA,NA,NA,NA,NA,NA
"Eskelinen, A; Harrison, S",Exotic plant invasions under enhanced rainfall are constrained by soil nutrients and competition,2014,95,3,682,692,60,62,0.7388724035608308,keep,no,NA,NA,NA,NA,NA,NA,NA
"Prowse, TAA; Johnson, CN; Bradshaw, CJA; Brook, BW",An ecological regime shift resulting from disrupted predator-prey interactions in holocene australia,2014,95,3,693,702,40,62,0.5637982195845698,keep,no,NA,NA,NA,NA,NA,NA,NA
"Tack, AJM; Hakala, J; Petaja, T; Kulmala, M; Laine, AL",Genotype and spatial structure shape pathogen dispersal and disease dynamics at small spatial scales,2014,95,3,703,714,31,62,0.4287833827893175,keep,no,NA,NA,NA,NA,NA,NA,NA
"Kuglerova, L; Jansson, R; Agren, A; Laudon, H; Malm-Renofalt, B",Groundwater discharge creates hotspots of riparian plant species richness in a boreal forest stream network,2014,95,3,715,725,70,62,0.8041543026706232,keep,no,NA,NA,NA,NA,NA,NA,NA
"Godoy, O; Levine, JM",Phenology effects on invasion success: insights from coupling field experiments to coexistence theory,2014,95,3,726,736,135,62,0.9614243323442137,keep,no,NA,NA,NA,NA,NA,NA,NA
"Chollet, S; Rambal, S; Fayolle, A; Hubert, D; Foulquie, D; Garnier, E","Combined effects of climate, resource availability, and plant traits on biomass produced in a mediterranean rangeland",2014,95,3,737,748,33,62,0.47181008902077154,keep,no,NA,NA,NA,NA,NA,NA,NA
"Kuehn, KA; Francoeur, SN; Findlay, RH; Neely, RK",Priming in the microbial landscape: periphytic algal stimulation of litter-associated microbial decomposers,2014,95,3,749,762,93,62,0.9020771513353115,keep,no,NA,NA,NA,NA,NA,NA,NA
"Krumhansl, KA; Lauzon-Guay, JS; Scheibling, RE",Modeling effects of climate change and phase shifts on detrital production of a kelp bed,2014,95,3,763,774,32,62,0.44807121661721067,keep,no,NA,NA,NA,NA,NA,NA,NA
"Best, RJ; Stachowicz, JJ",Phenotypic and phylogenetic evidence for the role of food and habitat in the assembly of communities of marine amphipods,2014,95,3,775,786,26,62,0.3694362017804154,keep,no,NA,NA,NA,NA,NA,NA,NA
"Turcotte, MM; Thomsen, CJM; Broadhead, GT; Fine, PVA; Godfrey, RM; Lamarre, GPA; Meyer, ST; Richards, LA; Johnson, MTJ",Percentage leaf herbivory across vascular plant species,2014,95,3,788,788,39,62,0.5489614243323442,omit,no,NA,NA,NA,NA,NA,NA,NA
"Chandler, RB; Royle, JA; King, DI","Inference about density and temporary emigration in unmarked populations (vol 92, pg 1429, 2011)",2014,95,3,794,794,0,62,0.010385756676557863,omit,no,NA,NA,NA,NA,NA,NA,NA
"Carroll, IT; Cardinale, BJ; Nisbet, RM","Niche and fitness differences relate the maintenance of diversity to ecosystem function (vol 92, pg 1157, 2011)",2014,95,3,794,794,0,62,0.010385756676557863,omit,no,NA,NA,NA,NA,NA,NA,NA
"Kaspari, M; Clay, NA; Donoso, DA; Yanoviak, SP",Sodium fertilization increases termites and enhances decomposition in an amazonian forest,2014,95,4,795,800,69,62,0.7908011869436202,keep,no,NA,NA,NA,NA,NA,NA,NA
"Moreira, X; Abdala-Roberts, L; Linhart, YB; Mooney, KA",Masting promotes individual- and population-level reproduction by increasing pollination efficiency,2014,95,4,801,807,31,62,0.4287833827893175,keep,no,NA,NA,NA,NA,NA,NA,NA
"Koerner, SE; Burkepile, DE; Fynn, RWS; Burns, CE; Eby, S; Govender, N; Hagenah, N; Matchett, KJ; Thompson, DI; Wilcox, KR; Collins, SL; Kirkman, KP; Knapp, AK; Smith, MD",Plant community response to loss of large herbivores differs between north american and south african savanna grasslands,2014,95,4,808,816,62,62,0.755192878,keep,no,NA,NA,NA,NA,NA,NA,NA
"Wood, CL; Lafferty, KD; DeLeo, G; Young, HS; Hudson, PJ; Kuris, AM",Does biodiversity protect humans against infectious disease?,2014,95,4,817,832,147,62,0.973293769,keep,no,NA,NA,NA,NA,NA,NA,NA
"Afkhami, ME; Rudgers, JA; Stachowicz, JJ",Multiple mutualist effects: conflict and synergy in multispecies mutualisms,2014,95,4,833,844,69,62,0.7908011869436202,keep,no,NA,NA,NA,NA,NA,NA,NA
"O'Regan, SM; Palen, WJ; Anderson, SC",Climate warming mediates negative impacts of rapid pond drying for three amphibian species,2014,95,4,845,855,38,62,0.5400593471810089,keep,no,NA,NA,NA,NA,NA,NA,NA
"Mendenhall, CD; Frishkoff, LO; Santos-Barrera, G; Pacheco, J; Mesfun, E; Quijano, FM; Ehrlich, PR; Ceballos, G; Daily, GC; Pringle, RM",Countryside biogeography of neotropical reptiles and amphibians,2014,95,4,856,870,53,62,0.6780415430267063,keep,no,NA,NA,NA,NA,NA,NA,NA
"Jackson, ND; Fahrig, L",Landscape context affects genetic diversity at a much larger spatial extent than population abundance,2014,95,4,871,881,47,62,0.6364985163204748,keep,no,NA,NA,NA,NA,NA,NA,NA
"Stephens, PA; Houston, AI; Harding, KC; Boyd, IL; McNamara, JM",Capital and income breeding: the role of food supply,2014,95,4,882,896,58,62,0.7240356083086054,keep,no,NA,NA,NA,NA,NA,NA,NA
"Chang, CW; Miki, T; Shiah, FK; Kao, SJ; Wu, JT; Sastri, AR; Hsieh, CH",Linking secondary structure of individual size distribution with nonlinear size-trophic level relationship in food webs,2014,95,4,897,909,27,62,0.3887240356083086,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Bartkowska, MP; Johnston, MO",The sexual neighborhood through time: competition and facilitation for pollination in lobelia cardinalis,2014,95,4,910,919,14,62,0.1913946587537092,keep,no,NA,NA,NA,NA,NA,NA,NA
"Miller, AL; Diez, JM; Sullivan, JJ; Wangen, SR; Wiser, SK; Meffin, R; Duncan, RP",Quantifying invasion resistance: the use of recruitment functions to control for propagule pressure,2014,95,4,920,929,21,62,0.2997032640949555,keep,no,NA,NA,NA,NA,NA,NA,NA
"Hart, SJ; Veblen, TT; Eisenhart, KS; Jarvis, D; Kulakowski, D",Drought induces spruce beetle (dendroctonus rufipennis) outbreaks across northwestern colorado,2014,95,4,930,939,104,62,0.913946588,keep,no,NA,NA,NA,NA,NA,NA,NA
"Lebrija-Trejos, E; Wright, SJ; Hernandez, A; Reich, PB",Does relatedness matter? Phylogenetic density-dependent survival of seedlings in a tropical forest,2014,95,4,940,951,61,62,0.7477744807121661,keep,no,NA,NA,NA,NA,NA,NA,NA
"Caughlin, TT; Ferguson, JM; Lichstein, JW; Bunyavejchewin, S; Levey, DJ",The importance of long-distance seed dispersal for the demography and distribution of a canopy tree species,2014,95,4,952,962,44,62,0.6008902077151336,keep,no,NA,NA,NA,NA,NA,NA,NA
"Freschet, GT; Ostlund, L; Kichenin, E; Wardle, DA",Aboveground and belowground legacies of native sami land use on boreal forest in northern sweden 100 years after abandonment,2014,95,4,963,977,44,62,0.6008902077151336,keep,no,NA,NA,NA,NA,NA,NA,NA
"Lasky, JR; Yang, J; Zhang, GC; Cao, M; Tang, Y; Keitt, TH",The role of functional traits and individual variation in the co-occurrence of ficus species,2014,95,4,978,990,17,62,0.24629080118694363,keep,no,NA,NA,NA,NA,NA,NA,NA
"Terborgh, J; Zhu, K; Alvarez-Loayza, P; Valverde, FC",How many seeds does it take to make a sapling?,2014,95,4,991,999,23,62,0.3264094955489614,keep,no,NA,NA,NA,NA,NA,NA,NA
"Sommer, B; Harrison, PL; Beger, M; Pandolfi, JM",Trait-mediated environmental filtering drives assembly at biogeographic transition zones,2014,95,4,1000,1009,92,62,0.8961424332344213,keep,no,NA,NA,NA,NA,NA,NA,NA
"Braaker, S; Ghazoul, J; Obrist, MK; Moretti, M",Habitat connectivity shapes urban arthropod communities: the key role of green roofs,2014,95,4,1010,1021,142,62,0.9703264094955489,keep,no,NA,NA,NA,NA,NA,NA,NA
"Pringle, JM; Byers, JE; Pappalardo, P; Wares, JP; Marshall, D",Circulation constrains the evolution of larval development modes and life histories in the coastal ocean,2014,95,4,1022,1032,25,62,0.3486646884272997,keep,no,NA,NA,NA,NA,NA,NA,NA
"Martinez-Padilla, J; Perez-Rodriguez, L; Mougeot, F; Ludwig, SC; Redpath, SM",Experimentally elevated levels of testosterone at independence reduce fitness in a territorial bird,2014,95,4,1033,1044,11,62,0.13204747774480713,keep,no,NA,NA,NA,NA,NA,NA,NA
"Larimer, AL; Clay, K; Bever, JD",Synergism and context dependency of interactions between arbuscular mycorrhizal fungi and rhizobia with a prairie legume,2014,95,4,1045,1054,102,62,0.9080118694362018,keep,no,NA,NA,NA,NA,NA,NA,NA
"Zhong, ZW; Wang, DL; Zhu, H; Wang, L; Feng, C; Wang, ZN","Positive interactions between large herbivores and grasshoppers, and their consequences for grassland plant diversity",2014,95,4,1055,1064,46,62,0.6246290801186943,keep,no,NA,NA,NA,NA,NA,NA,NA
"Karp, DS; Daily, GC",Cascading effects of insectivorous birds and bats in tropical coffee plantations,2014,95,4,1065,1074,58,62,0.7240356083086054,keep,no,NA,NA,NA,NA,NA,NA,NA
"Goutte, A; Bustamante, P; Barbraud, C; Delord, K; Weimerskirch, H; Chastel, O",Demographic responses to mercury exposure in two closely related antarctic top predators,2014,95,4,1075,1086,90,62,0.887240356,keep,no,NA,NA,NA,NA,NA,NA,NA
"Moorad, JA",Individual fitness and phenotypic selection in age-structured populations with constant growth rates,2014,95,4,1087,1095,16,62,0.228486647,keep,no,NA,NA,NA,NA,NA,NA,NA
"Treu, R; Karst, J; Randall, M; Pec, GJ; Cigan, PW; Simard, SW; Cooke, JEK; Erbilgin, N; Cahill, JF",Decline of ectomycorrhizal fungi following a mountain pine beetle epidemic,2014,95,4,1096,1103,55,62,0.7047477744807121,keep,no,NA,NA,NA,NA,NA,NA,NA
"Auger-Methe, M; Plank, MJ; Codling, EA",Distinguishing between levy walks and strong alternative models: comment,2014,95,4,1104,1109,4,62,0.043026706,keep,no,NA,NA,NA,NA,NA,NA,NA
"Reynolds, AM",Distinguishing between levy walks and strong alternative models: reply,2014,95,4,1109,1112,2,62,0.026706231454005934,keep,no,NA,NA,NA,NA,NA,NA,NA
"Grady, JM; Hoffmann, WA","Caught in a fire trap: recurring fire creates stable size equilibria in woody resprouters (vol 93, pg 2052, 2012)",2014,95,4,1113,1113,0,62,0.010385756676557863,omit,no,NA,NA,NA,NA,NA,NA,NA
"Drake, JM",Tail probabilities of extinction time in a large number of experimental populations,2014,95,5,1119,1126,7,62,0.060830861,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Houle, D; Moore, JD; Ouimet, R; Marty, C",Tree species partition n uptake by soil depth in boreal forests,2014,95,5,1127,1133,33,62,0.47181008902077154,keep,no,NA,NA,NA,NA,NA,NA,NA
"Andersson, MGI; Berga, M; Lindstrom, ES; Langenheder, S",The spatial structure of bacterial communities is influenced by historical environmental conditions,2014,95,5,1134,1140,54,62,0.6928783382789317,keep,no,NA,NA,NA,NA,NA,NA,NA
"Laundre, JW; Hernandez, L; Medina, PL; Campanella, A; Lopez-Portillo, J; Gonzalez-Romero, A; Grajales-Tam, KM; Burke, AM; Gronemeyer, P; Browning, DM",The landscape of fear: the missing link to understand top-down and bottom-up controls of prey abundance?,2014,95,5,1141,1152,117,62,0.9287833827893175,keep,no,NA,NA,NA,NA,NA,NA,NA
"Bowler, B; Krebs, C; O'Donoghue, M; Hone, J",Climatic amplification of the numerical response of a predator population to its prey,2014,95,5,1153,1161,3,62,0.034124629,keep,no,NA,NA,NA,NA,NA,NA,NA
"Blazewicz, SJ; Schwartz, E; Firestone, MK",Growth and death of bacteria and fungi underlie rainfall-induced carbon dioxide pulses from seasonally dried soil,2014,95,5,1162,1172,121,62,0.9436201780415431,keep,no,NA,NA,NA,NA,NA,NA,NA
"Kedem, H; Cohen, C; Messika, I; Einav, M; Pilosof, S; Hawlena, H",Multiple effects of host-species diversity on coexisting host-specific and host-opportunistic microbes,2014,95,5,1173,1183,20,62,0.28338278931750743,keep,no,NA,NA,NA,NA,NA,NA,NA
"Jousset, A; Becker, J; Chatterjee, S; Karlovsky, P; Scheu, S; Eisenhauer, N",Biodiversity and species identity shape the antifungal activity of bacterial communities,2014,95,5,1184,1190,43,62,0.5934718100890207,keep,no,NA,NA,NA,NA,NA,NA,NA
"Ordonez, A",Functional and phylogenetic similarity of alien plants to co-occurring natives,2014,95,5,1191,1202,48,62,0.642433234,keep,no,NA,NA,NA,NA,NA,NA,NA
"Stanton, DE; Armesto, JJ; Hedin, LO",Ecosystem properties self-organize in response to a directional fog-vegetation interaction,2014,95,5,1203,1212,14,62,0.1913946587537092,keep,no,NA,NA,NA,NA,NA,NA,NA
"Pakeman, RJ; Stockan, JA","Drivers of carabid functional diversity: abiotic environment, plant functional traits, or plant functional diversity?",2014,95,5,1213,1224,53,62,0.6780415430267063,keep,no,NA,NA,NA,NA,NA,NA,NA
"McLauchlan, KK; Craine, JM; Nippert, JB; Ocheltree, TW",Lack of eutrophication in a tallgrass prairie ecosystem over 27 years,2014,95,5,1225,1235,11,62,0.13204747774480713,keep,no,NA,NA,NA,NA,NA,NA,NA
"Kelly, PT; Solomon, CT; Weidel, BC; Jones, SE","Terrestrial carbon is a resource, but not a subsidy, for lake zooplankton",2014,95,5,1236,1242,90,62,0.887240356,keep,no,NA,NA,NA,NA,NA,NA,NA
"Turschak, BA; Bunnell, D; Czesny, S; Hook, TO; Janssen, J; Warner, D; Bootsma, HA",Nearshore energy subsidies support lake michigan fishes and invertebrates following major changes in food web structure,2014,95,5,1243,1252,73,62,0.827893175,keep,no,NA,NA,NA,NA,NA,NA,NA
"Lewis, TL; Lindberg, MS; Schmutz, JA; Bertram, MR",Multi-trophic resilience of boreal lake ecosystems to forest fires,2014,95,5,1253,1263,26,62,0.3694362017804154,keep,no,NA,NA,NA,NA,NA,NA,NA
"Ishikawa, NF; Uchida, M; Shibata, Y; Tayasu, I",Carbon storage reservoirs in watersheds support stream food webs via periphyton production,2014,95,5,1264,1271,25,62,0.3486646884272997,keep,no,NA,NA,NA,NA,NA,NA,NA
"Bullejos, FJ; Carrillo, P; Gorokhova, E; Medina-Sanchez, JM; Balseiro, EG; Villar-Argaiz, M",Shifts in food quality for herbivorous consumer growth: multiple golden means in the life history,2014,95,5,1272,1284,28,62,0.4050445103857567,keep,no,NA,NA,NA,NA,NA,NA,NA
"Arthur, KE; Kelez, S; Larsen, T; Choy, CA; Popp, BN",Tracing the biosynthetic source of essential amino acids in marine turtles using delta c-13 fingerprints,2014,95,5,1285,1293,49,62,0.6468842729970327,keep,no,NA,NA,NA,NA,NA,NA,NA
"Stier, AC; Hanson, KM; Holbrook, SJ; Schmitt, RJ; Brooks, AJ",Predation and landscape characteristics independently affect reef fish community organization,2014,95,5,1294,1307,27,62,0.3887240356083086,keep,no,NA,NA,NA,NA,NA,NA,NA
"Best, RJ; Chaudoin, AL; Bracken, MES; Graham, MH; Stachowicz, JJ",Plant-animal diversity relationships in a rocky intertidal system depend on invertebrate body size and algal cover,2014,95,5,1308,1322,20,62,0.28338278931750743,keep,no,NA,NA,NA,NA,NA,NA,NA
"Nicolai, CA; Sedinger, JS; Ward, DH; Boyd, WS",Spatial variation in life-history trade-offs results in an ideal free distribution in black brant geese,2014,95,5,1323,1331,13,62,0.17210682492581603,keep,no,NA,NA,NA,NA,NA,NA,NA
"Giroux, MA; Tremblay, JP; Simard, MA; Yoccoz, NG; Cote, SD",Forage-mediated density and climate effects on body mass in a temperate herbivore: a mechanistic approach,2014,95,5,1332,1340,11,62,0.13204747774480713,keep,no,NA,NA,NA,NA,NA,NA,NA
"Efford, MG; Mowat, G",Compensatory heterogeneity in spatially explicit capture-recapture data,2014,95,5,1341,1348,60,62,0.7388724035608308,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Beals, SC; Hartley, LM; Prevey, JS; Seastedt, TR",The effects of black-tailed prairie dogs on plant communities within a complex urban landscape: an ecological surprise?,2014,95,5,1349,1359,17,62,0.24629080118694363,keep,no,NA,NA,NA,NA,NA,NA,NA
"Hersh, MH; LaDeau, SL; Previtali, MA; Ostfeld, RS",When is a parasite not a parasite? Effects of larval tick burdens on white-footed mouse survival,2014,95,5,1360,1369,21,62,0.2997032640949555,keep,yes,NA,NA,NA,NA,NA,NA,NA
"Hamback, PA; Inouye, BD; Andersson, P; Underwood, N",Effects of plant neighborhoods on plant-herbivore interactions: resource dilution and associational effects,2014,95,5,1370,1383,122,62,0.9465875370919882,keep,no,NA,NA,NA,NA,NA,NA,NA
"Wang, RW; Dunn, DW; Sun, BF",Discriminative host sanctions in a fig-wasp mutualism,2014,95,5,1384,1393,32,62,0.44807121661721067,keep,no,NA,NA,NA,NA,NA,NA,NA
"Nilsson-Ortman, V; Stoks, R; Johansson, F",Competitive interactions modify the temperature dependence of damselfly growth rates,2014,95,5,1394,1406,16,62,0.228486647,keep,no,NA,NA,NA,NA,NA,NA,NA
"Fritschie, KJ; Cardinale, BJ; Alexandrou, MA; Oakley, TH",Evolutionary history and the strength of species interactions: testing the phylogenetic limiting similarity hypothesis,2014,95,5,1407,1417,46,62,0.6246290801186943,keep,no,NA,NA,NA,NA,NA,NA,NA
"Scranton, K; Knape, J; de Valpine, P",An approximate bayesian computation approach to parameter estimation in a stochastic stage-structured population model,2014,95,5,1418,1428,11,62,0.13204747774480713,keep,yes,NA,NA,NA,NA,NA,NA,NA
"He, Q; Bertness, MD","Extreme stresses, niches, and positive species interactions along stress gradients",2014,95,6,1437,1443,152,62,0.9762611275964391,keep,no,NA,NA,NA,NA,NA,NA,NA
"Fletcher, RJ; Acevedo, MA; Robertson, EP",The matrix alters the role of path redundancy on patch colonization rates,2014,95,6,1444,1450,20,62,0.28338278931750743,keep,no,NA,NA,NA,NA,NA,NA,NA
"Thrush, SF; Hewitt, JE; Parkes, S; Lohrer, AM; Pilditch, C; Woodin, SA; Wethey, DS; Chiantore, M; Asnaghi, V; De Juan, S; Kraan, C; Rodil, I; Savage, C; Van Colen, C",Experimenting with ecosystem interaction networks in search of threshold potentials in real-world marine ecosystems,2014,95,6,1451,1457,60,62,0.7388724035608308,keep,no,NA,NA,NA,NA,NA,NA,NA
"Bracken, MES; Dolecal, RE; Long, JD",Community context mediates the top-down vs. bottom-up effects of grazers on rocky shores,2014,95,6,1458,1463,12,62,0.15578635014836795,keep,no,NA,NA,NA,NA,NA,NA,NA
"Farber, L; Solhaug, KA; Esseen, PA; Bilger, W; Gauslaa, Y",Sunscreening fungal pigments influence the vertical gradient of pendulous lichens in boreal forest canopies,2014,95,6,1464,1471,37,62,0.5311572700296736,keep,no,NA,NA,NA,NA,NA,NA,NA
"Baer, CS; Marquis, RJ",Native leaf-tying caterpillars influence host plant use by the invasive asiatic oak weevil through ecosystem engineering,2014,95,6,1472,1478,8,62,0.075667656,keep,no,NA,NA,NA,NA,NA,NA,NA
"Barton, BT; Ives, AR","Direct and indirect effects of warming on aphids, their predators, and ant mutualists",2014,95,6,1479,1484,58,62,0.7240356083086054,keep,no,NA,NA,NA,NA,NA,NA,NA
"Domis, LND; Van de Waal, DB; Helmsing, NR; Van Donk, E; Mooij, WM",Community stoichiometry in a changing world: combined effects of warming and eutrophication on phytoplankton dynamics,2014,95,6,1485,1495,89,62,0.8813056379821959,keep,no,NA,NA,NA,NA,NA,NA,NA
"Scharnweber, K; Syvaranta, J; Hilt, S; Brauns, M; Vanni, MJ; Brothers, S; Kohler, J; Knezevic-Jaric, J; Mehner, T",Whole-lake experiments reveal the fate of terrestrial particulate organic carbon in benthic food webs of shallow lakes,2014,95,6,1496,1505,41,62,0.5756676557863502,keep,no,NA,NA,NA,NA,NA,NA,NA
"Lau, DCP; Sundh, I; Vrede, T; Pickova, J; Goedkoop, W",Autochthonous resources are the main driver of consumer production in dystrophic boreal lakes,2014,95,6,1506,1519,45,62,0.6097922848664689,keep,no,NA,NA,NA,NA,NA,NA,NA
